transaction_line_item_id,order_transaction_id,product_id,full_price_retail,discounts,revenue,quantity,return_reason,currency
S12795940044878,#3305206,32576267288654,64,12.8,51.2,1,,GBP
S12795940307022,#3305208,39926153085006,69,0,69,1,,GBP
S12795940274254,#3305208,39399872266318,69,13.8,55.2,1,,GBP
S12795957608526,#3305238,39509196013646,64,0,64,1,,GBP
S12795959377998,#3305241,40070730481742,64,12.8,51.2,1,,GBP
S12795959410766,#3305241,32841360703566,128,12.8,115.2,2,,GBP
S12795964260430,#3305250,32841374957646,64,10,54,1,,GBP
S12795964293198,#3305250,32841360474190,64,10,54,1,,GBP
S12795968815182,#3305254,39399872299086,69,0,69,1,,GBP
S12795969863758,#3305257,39337885925454,99,19.8,79.2,1,,GBP
S12795982250062,#3305280,32841374924878,64,12.8,51.2,1,,GBP
S12795982282830,#3305280,32841360703566,64,0,64,1,,GBP
S12795985461326,#3305285,32841360801870,64,10,54,1,,GBP
S12795985428558,#3305285,39399871545422,69,10,59,1,,GBP
S12795991097422,#3305294,32576267223118,64,0,64,1,,GBP
S12795992768590,#3305300,39614897619022,99,19.8,79.2,1,,GBP
S12795992801358,#3305300,39337885990990,99,0,99,1,,GBP
S12795997356110,#3305303,40070730481742,64,0,64,1,,GBP
S12795998732366,#3305310,39399871840334,69,10,59,1,,GBP
S12795998699598,#3305310,39926154428494,69,10,59,1,,GBP
S12796045590606,#3305370,28538965393486,84,0,84,1,,GBP
S12796046377038,#3305372,39509196210254,64,0,64,1,,GBP
S12796052537422,#3305385,39541981773902,99,0,99,1,,GBP
S12796064792654,#3305398,28587503452238,89,0,89,1,,GBP
S12796091170894,#3305441,28587503681614,89,0,89,1,,GBP
S12796095234126,#3305449,39399871381582,69,13.8,55.2,1,,GBP
S12796095266894,#3305449,39399871643726,69,0,69,1,,GBP
S12796097036366,#3305455,39541981347918,99,0,99,1,,GBP
S12796100902990,#3305467,40070730481742,76.86,76.86,0,1,,GBP
S12796100870222,#3305467,32576267288654,76.86,76.86,0,1,,GBP
S12796103295054,#3305473,39399871545422,69,0,69,1,,GBP
S12796111028302,#3305485,39399871709262,69,0,69,1,,GBP
S12796120694862,#3305498,39530801070158,84,0,84,1,,GBP
S12796132950094,#3305516,39399871742030,84.05,0,84.05,1,,GBP
S12796143239246,#3305532,39399871676494,69,0,69,1,,GBP
S12796143206478,#3305532,32841360408654,64,12.8,51.2,1,,GBP
S12796153233486,#3305550,32715197710414,84,0,84,1,,GBP
S12796154576974,#3305553,39399871414350,69,10,59,1,,GBP
S12796154544206,#3305553,28587503452238,89,13,76,1,,GBP
S12796221390926,#3305658,28587503550542,89,17.8,71.2,1,,GBP
S12796221456462,#3305658,32841360572494,64,12.8,51.2,1,,GBP
S12796221423694,#3305658,40154585071694,89,0,89,1,,GBP
S12796234104910,#3305684,39926152888398,69,0,69,1,,GBP
S12796234072142,#3305684,39399871414350,69,13.8,55.2,1,,GBP
S12796246097998,#3305700,40245470756942,129,25.79,103.21,1,,GBP
S12796298887246,#3305770,32826539966542,84,0,84,1,,GBP
S12796321562702,#3305803,40230420971598,138,13.8,124.2,2,,GBP
S12796327395406,#3305812,40106359029838,69,13.8,55.2,1,,GBP
S12796327460942,#3305812,31975518765134,84,0,84,1,,GBP
S12796327428174,#3305812,32576267321422,64,12.8,51.2,1,,GBP
S12796329066574,#3305816,28538965327950,84,0,84,1,,GBP
S12796329558094,#3305819,39399871512654,69,0,69,1,,GBP
S12796329525326,#3305819,39399871807566,69,13.8,55.2,1,,GBP
S12796338798670,#3305830,31975518732366,84,0,84,1,,GBP
S12796338765902,#3305830,31975518994510,84,16.8,67.2,1,,GBP
S12796345221198,#3305836,32645827788878,168,16.8,151.2,2,,GBP
S12796373008462,#3305866,39399872168014,69,13.8,55.2,1,,GBP
S12796373073998,#3305866,40106358898766,69,13.8,55.2,1,,GBP
S12796373041230,#3305866,39926152659022,69,13.8,55.2,1,,GBP
S12796372942926,#3305866,39421716234318,79,0,79,1,,GBP
S12796372975694,#3305866,39399871643726,69,13.8,55.2,1,,GBP
S12796423569486,#3305929,39399871479886,69,13.8,55.2,1,,GBP
S12796423602254,#3305929,39399871742030,69,0,69,1,,GBP
S12796435234894,#3305945,40230420840526,69,0,69,1,,GBP
S12796435202126,#3305945,39399871676494,69,13.8,55.2,1,,GBP
S12796435923022,#3305946,32576267354190,128,12.8,115.2,2,,GBP
S12796457975886,#3305978,28587503583310,89,0,89,1,,GBP
S12796460499022,#3305983,39399871709262,69,13.8,55.2,1,,GBP
S12796460466254,#3305983,39926153052238,69,13.8,55.2,1,,GBP
S12796460531790,#3305983,40106359029838,69,0,69,1,,GBP
S12796465938510,#3305991,32715198267470,84,30.24,53.76,1,,GBP
S12796465971278,#3305991,40200690696270,34,12.24,21.76,1,,GBP
S12796465905742,#3305991,40218374668366,149,29.8,119.2,1,,GBP
S12796505161806,#3306042,40245470494798,129,0,129,1,,GBP
S12796514664526,#3306053,32715198333006,84,84,0,1,,GBP
S12796514861134,#3306055,39509196210254,64,12.8,51.2,1,,GBP
S12796514893902,#3306055,32576267649102,64,0,64,1,,GBP
S12796533571662,#3306089,39399871971406,69,69,0,1,,GBP
S12796537765966,#3306095,39399871479886,69,0,69,1,,GBP
S12796537733198,#3306095,39399871742030,69,13.8,55.2,1,,GBP
S12796552314958,#3306115,39434150608974,99,0,99,1,,GBP
S12796552282190,#3306115,39474849218638,109,0,109,1,,GBP
S12796558213198,#3306124,32576267550798,64,10,54,1,,GBP
S12796558245966,#3306124,32576267288654,64,10,54,1,,GBP
S12796589473870,#3306165,39399871447118,69,0,69,1,,GBP
S12796616015950,#3306207,40154584416334,89,17.8,71.2,1,,GBP
S12796615917646,#3306207,39434150608974,198,39.6,158.4,2,,GBP
S12796615950414,#3306207,40239063334990,99,0,99,1,,GBP
S12796615983182,#3306207,40154584940622,89,17.8,71.2,1,,GBP
S12796617556046,#3306211,28587503616078,89,89,0,1,,GBP
S12796617523278,#3306211,40106358997070,69,69,0,1,,GBP
S12796624568398,#3306218,32841375023182,64,0,64,1,,GBP
S12796624535630,#3306218,32841360801870,64,12.8,51.2,1,,GBP
S12796629450830,#3306221,32576267288654,64,0,64,1,,GBP
S12796639084622,#3306231,32893670522958,64,0,64,1,,GBP
S12796664709198,#3306276,40230420906062,69,0,69,1,,GBP
S12796675686478,#3306291,32841360769102,64,0,64,1,,GBP
S12796687384654,#3306301,39530725703758,79,0,79,1,,GBP
S12796715008078,#3306336,40128470581326,89,8.9,80.1,1,,GBP
S12796731228238,#3306357,28587503550542,89,0,89,1,,GBP
S12796733358158,#3306361,39541981184078,99,0,99,1,,GBP
S12796755509326,#3306397,40230420873294,69,13.8,55.2,1,,GBP
S12796755542094,#3306397,39399871709262,69,0,69,1,,GBP
S12796766847054,#3306420,39509195948110,64,0,64,1,,GBP
S12796769828942,#3306422,39399871774798,69,10,59,1,,GBP
S12796769763406,#3306422,39926153117774,69,13.8,55.2,1,,GBP
S12796769796174,#3306422,39399871512654,69,10,59,1,,GBP
S12796772155470,#3306427,31872560955470,79,0,79,1,,GBP
S12796773269582,#3306431,39926153052238,69,69,0,1,,GBP
S12796779397198,#3306444,39399871447118,69,0,69,1,,GBP
S12796782411854,#3306450,39399871774798,69,0,69,1,,GBP
S12796782379086,#3306450,40106359193678,69,13.8,55.2,1,,GBP
S12796787949646,#3306458,31872561250382,79,0,79,1,,GBP
S12796798730318,#3306479,32576267518030,64,12.8,51.2,1,,GBP
S12796798763086,#3306479,39509195948110,64,0,64,1,,GBP
S12796802465870,#3306484,28587535892558,89,0,89,1,,GBP
S12796809642062,#3306493,39530801233998,84,0,84,1,,GBP
S12796809674830,#3306493,28538965262414,84,0,84,1,,GBP
S12796820324430,#3306512,32893671473230,64,12.8,51.2,1,,GBP
S12796820357198,#3306512,39509196013646,64,0,64,1,,GBP
S12796824354894,#3306519,40106359128142,69,0,69,1,,GBP
S12796846243918,#3306561,39399871414350,69,6.89,62.11,1,,GBP
S12796846211150,#3306561,39926152888398,69,19.32,49.68,1,,GBP
S12796848570446,#3306566,40230420971598,69,13.8,55.2,1,,GBP
S12796848603214,#3306566,39399871545422,69,0,69,1,,GBP
S12796851093582,#3306572,28587503550542,89,0,89,1,,GBP
S12796880748622,#3306629,29426772082766,89,17.79,71.21,1,,GBP
S12796880715854,#3306629,29426795446350,84,30.24,53.76,1,,GBP
S12796888285262,#3306649,31975519027278,84,0,84,1,,GBP
S12796888252494,#3306649,40230420873294,69,13.8,55.2,1,,GBP
S12796888219726,#3306649,40131529605198,69,13.8,55.2,1,,GBP
S12796890611790,#3306655,28538965426254,84,0,84,1,,GBP
S12796893528142,#3306660,40106359128142,69,0,69,1,,GBP
S12796902703182,#3306677,39399871774798,69,0,69,1,,GBP
S12796931211342,#3306731,32645808783438,84,16.8,67.2,1,,GBP
S12796931342414,#3306731,39399871709262,69,13.8,55.2,1,,GBP
S12796931309646,#3306731,40106359029838,69,13.8,55.2,1,,GBP
S12796931244110,#3306731,40110633975886,39,7.8,31.2,1,,GBP
S12796931276878,#3306731,39541981380686,99,0,99,1,,GBP
S12796938551374,#3306741,40244728627278,39,7.8,31.2,1,,GBP
S12796938584142,#3306741,40409332121678,84,0,84,1,,GBP
S12796944220238,#3306748,40106361716814,69,13.8,55.2,1,,GBP
S12796944187470,#3306748,31975518896206,84,0,84,1,,GBP
S12796954476622,#3306767,39399871709262,69,0,69,1,,GBP
S12796960178254,#3306782,40266537173070,99,0,99,1,,GBP
S12796983410766,#3306828,32841360441422,64,12.8,51.2,1,,GBP
S12796983443534,#3306828,39399871447118,69,0,69,1,,GBP
S12796983836750,#3306830,39399871709262,69,0,69,1,,GBP
S12797009035342,#3306874,31677183131726,84,0,84,1,,GBP
S12797019586638,#3306890,40106359128142,69,0,69,1,,GBP
S12797019553870,#3306890,39926153085006,69,13.8,55.2,1,,GBP
S12797031088206,#3306908,39926153085006,69,0,69,1,,GBP
S12797031055438,#3306908,40106359128142,69,13.8,55.2,1,,GBP
S12797031022670,#3306908,39399871742030,69,13.8,55.2,1,,GBP
S12797038297166,#3306920,40245470691406,129,0,129,1,,GBP
S12797076930638,#3306978,28619228184654,84,0,84,1,,GBP
S12797076963406,#3306979,28587503616078,89,32.04,56.96,1,,GBP
S12797076996174,#3306979,40287343837262,89,17.8,71.2,1,,GBP
S12797089382478,#3306994,39399871938638,69,6.89,62.11,1,,GBP
S12797089349710,#3306994,40230420840526,69,19.32,49.68,1,,GBP
S12797093085262,#3307002,39399871447118,69,0,69,1,,GBP
S12797094690894,#3307008,28538965295182,84,23.52,60.48,1,,GBP
S12797094723662,#3307008,28538965098574,84,23.52,60.48,1,,GBP
S12797094756430,#3307008,32715197710414,84,8.4,75.6,1,,GBP
S12797126213710,#3307071,40290377302094,89,0,89,1,,GBP
S12797126508622,#3307073,39474849284174,109,0,109,1,,GBP
S12797132046414,#3307088,32576267583566,128,12.8,115.2,2,,GBP
S12797213999182,#3307215,32841360539726,64,12.8,51.2,1,,GBP
S12797214031950,#3307215,32841360834638,64,0,64,1,,GBP
S12797217210446,#3307217,39530725245006,79,0,79,1,,GBP
S12797217177678,#3307217,31872561184846,79,15.8,63.2,1,,GBP
S12797258301518,#3307267,39399871447118,69,0,69,1,,GBP
S12797258268750,#3307267,39399871709262,69,13.8,55.2,1,,GBP
S12797267378254,#3307273,31872561315918,79,0,79,1,,GBP
S12797293363278,#3307296,28538965459022,84,0,84,1,,GBP
S12797318660174,#3307319,39399871381582,69,0,69,1,,GBP
S12797388193870,#3307392,28619227856974,84,8.39,75.61,1,,GBP
S12797406150734,#3307407,39337886187598,99,99,0,1,,GBP
S12797453795406,#3307444,39940333830222,129,25.79,103.21,1,,GBP
S12797478731854,#3307474,39541981675598,99,19.8,79.2,1,,GBP
S12797478666318,#3307474,39940334059598,129,0,129,1,,GBP
S12797478699086,#3307474,31563607867470,84,16.8,67.2,1,,GBP
S12797501898830,#3307495,32576267354190,64,0,64,1,,GBP
S12797514514510,#3307518,32576267321422,64,0,64,1,,GBP
S12797526802510,#3307540,32826539671630,84,0,84,1,,GBP
S12797552558158,#3307593,40106359029838,69,0,69,1,,GBP
S12797565239374,#3307617,39399871447118,69,0,69,1,,GBP
S12797578903630,#3307647,39991315333198,84,0,84,1,,GBP
S12797579853902,#3307649,39399871676494,69,0,69,1,,GBP
S12797580214350,#3307651,39926152888398,69,0,69,1,,GBP
S12797588439118,#3307668,39399872102478,69,0,69,1,,GBP
S12797588537422,#3307669,28587503386702,89,0,89,1,,GBP
S12797590700110,#3307675,40106358997070,69,0,69,1,,GBP
S12797590667342,#3307675,39399871938638,69,13.8,55.2,1,,GBP
S12797598302286,#3307697,39399871709262,69,0,69,1,,GBP
S12797601677390,#3307706,32576267681870,64,0,64,1,,GBP
S12797625237582,#3307743,39940333764686,129,0,129,1,,GBP
S12797640278094,#3307769,39509196079182,64,0,64,1,,GBP
S12797640245326,#3307769,32576267616334,64,12.8,51.2,1,,GBP
S12797640212558,#3307769,40416201048142,29,5.8,23.2,1,,GBP
S12797640147022,#3307769,40440954454094,59,11.8,47.2,1,,GBP
S12797640179790,#3307769,40416200785998,29,5.8,23.2,1,,GBP
S12797646536782,#3307787,39399871643726,69,0,69,1,,GBP
S12797646569550,#3307787,39508945436750,64,12.8,51.2,1,,GBP
S12797648797774,#3307793,40200690761806,34,6.8,27.2,1,,GBP
S12797648830542,#3307793,31872561315918,79,0,79,1,,GBP
S12797648765006,#3307793,40200691023950,34,6.8,27.2,1,,GBP
S12797660790862,#3307822,32841360441422,64,0,64,1,,GBP
S12797662167118,#3307827,28587503485006,89,8.9,80.1,1,,GBP
S12797668753486,#3307838,28587503616078,89,0,89,1,,GBP
S12797675765838,#3307854,29426757009486,84,16.8,67.2,1,,GBP
S12797675798606,#3307854,28538965229646,84,0,84,1,,GBP
S12797676650574,#3307858,39399871447118,69,0,69,1,,GBP
S12797676617806,#3307858,39399871414350,69,13.8,55.2,1,,GBP
S12797680582734,#3307867,32576267190350,128,12.8,115.2,2,,GBP
S12797680549966,#3307867,40070730383438,64,12.8,51.2,1,,GBP
S12797680517198,#3307867,32576267452494,64,12.8,51.2,1,,GBP
S12797705355342,#3307916,28587503386702,89,0,89,1,,GBP
S12797709647950,#3307920,39399871742030,69,0,69,1,,GBP
S12797721673806,#3307940,32826539835470,84,0,84,1,,GBP
S12797721706574,#3307940,39399871709262,69,13.8,55.2,1,,GBP
S12797724819534,#3307946,40244728692814,39,0,39,1,,GBP
S12797724786766,#3307946,40244728954958,39,7.8,31.2,1,,GBP
S12797732159566,#3307959,40106359029838,69,13.8,55.2,1,,GBP
S12797735895118,#3307968,40245470429262,129,0,129,1,,GBP
S12797735927886,#3307968,40266536845390,99,19.8,79.2,1,,GBP
S12797745233998,#3307982,32841360572494,64,12.8,51.2,1,,GBP
S12797745266766,#3307982,39399871840334,69,0,69,1,,GBP
S12797745201230,#3307982,40416200917070,29,5.8,23.2,1,,GBP
S12797754572878,#3307999,40245471084622,69,0,69,1,,GBP
S12797808345166,#3308085,39509196079182,64,0,64,1,,GBP
S12797824532558,#3308111,39399871709262,69,0,69,1,,GBP
S12797824499790,#3308111,39399871447118,69,13.8,55.2,1,,GBP
S12797832527950,#3308129,32645809209422,84,0,84,1,,GBP
S12797832495182,#3308129,31975519092814,84,16.8,67.2,1,,GBP
S12797841801294,#3308143,39614898012238,99,0,99,1,,GBP
S12797852319822,#3308164,40106358997070,69,13.8,55.2,1,,GBP
S12797852352590,#3308164,39399871676494,69,0,69,1,,GBP
S12797852418126,#3308165,40128470712398,89,0,89,1,,GBP
S12797855989838,#3308171,40106359029838,69,0,69,1,,GBP
S12797858840654,#3308176,32576267288654,64,12.8,51.2,1,,GBP
S12797858906190,#3308176,39399871709262,69,0,69,1,,GBP
S12797858807886,#3308176,32841360441422,64,12.8,51.2,1,,GBP
S12797858873422,#3308176,40106359029838,69,13.8,55.2,1,,GBP
S12797931585614,#3308291,39399871742030,69,17,52,1,,GBP
S12797931716686,#3308291,39474849022030,109,21.8,87.2,1,,GBP
S12797931552846,#3308291,32715198070862,84,21,63,1,,GBP
S12797931651150,#3308291,28587503681614,89,22,67,1,,GBP
S12797931683918,#3308291,39474849284174,109,21.8,87.2,1,,GBP
S12797931618382,#3308291,39668514390094,39,10,29,1,,GBP
S12797931749454,#3308291,39474848759886,109,21.8,87.2,1,,GBP
S12797939613774,#3308300,40106359029838,69,13.8,55.2,1,,GBP
S12797939581006,#3308300,39399872233550,69,13.8,55.2,1,,GBP
S12797939646542,#3308300,39399871709262,69,0,69,1,,GBP
S12797944627278,#3308313,32576267518030,64,10,54,1,,GBP
S12797944660046,#3308313,32576267255886,64,10,54,1,,GBP
S12797948788814,#3308321,40230421004366,69,0,69,1,,GBP
S12797983391822,#3308361,39399871807566,69,6.9,62.1,1,,GBP
S12797997613134,#3308382,32576267681870,64,0,64,1,,GBP
S12797997580366,#3308382,32576267649102,64,12.8,51.2,1,,GBP
S12798001315918,#3308391,40245470756942,129,0,129,1,,GBP
S12798003118158,#3308396,29426757009486,84,0,84,1,,GBP
S12798014095438,#3308421,39399871774798,69,13.8,55.2,1,,GBP
S12798014128206,#3308421,39399871512654,69,0,69,1,,GBP
S12798014062670,#3308421,40244728725582,39,7.8,31.2,1,,GBP
S12798021501006,#3308432,32841374990414,64,64,0,1,,GBP
S12798021533774,#3308432,28538965164110,84,84,0,1,,GBP
S12798030118990,#3308444,29426772082766,89,0,89,1,,GBP
S12798030086222,#3308444,40287343673422,89,17.8,71.2,1,,GBP
S12798034575438,#3308454,39668539195470,39,8,31,1,,GBP
S12798034509902,#3308454,39668549845070,39,8,31,1,,GBP
S12798034673742,#3308454,32841360441422,128,25.6,102.4,2,,GBP
S12798034542670,#3308454,39668513374286,39,8,31,1,,GBP
S12798034608206,#3308454,39541981347918,99,20,79,1,,GBP
S12798034640974,#3308454,39337885925454,99,20,79,1,,GBP
S12798045880398,#3308470,28587503419470,89,0,89,1,,GBP
S12798045913166,#3308470,32715198267470,84,16.8,67.2,1,,GBP
S12798062428238,#3308501,40230640255054,99,9.9,89.1,1,,GBP
S12798062461006,#3308501,40244729053262,39,10.92,28.08,1,,GBP
S12798062493774,#3308501,40245471510606,69,19.31,49.69,1,,GBP
S12798086217806,#3308529,40287343607886,89,0,89,1,,GBP
S12798111678542,#3308552,32826539933774,84,0,84,1,,GBP
S12798111645774,#3308552,39399871774798,69,13.8,55.2,1,,GBP
S12798116266062,#3308554,32576267550798,128,12.8,115.2,2,,GBP
S12798161518670,#3308612,39399871840334,138,13.8,124.2,2,,GBP
S12798161485902,#3308612,40106361716814,69,13.8,55.2,1,,GBP
S12798164271182,#3308618,40245470724174,129,0,129,1,,GBP
S12798165581902,#3308622,40230657720398,64,64,0,1,,GBP
S12798183145550,#3308636,40245471084622,69,0,69,1,,GBP
S12798194548814,#3308651,40110633975886,39,7.8,31.2,1,,GBP
S12798194581582,#3308651,39399871709262,69,0,69,1,,GBP
S12798194516046,#3308651,40110633713742,39,7.8,31.2,1,,GBP
S12798212112462,#3308669,32645808783438,84,16.8,67.2,1,,GBP
S12798212145230,#3308669,40287343607886,89,0,89,1,,GBP
S12798294622286,#3308770,39399871742030,69,0,69,1,,GBP
S12798294655054,#3308770,40106359029838,69,0,69,1,,GBP
S12798294523982,#3308770,40110633943118,39,0,39,1,,GBP
S12798294687822,#3308770,39399871709262,69,0,69,1,,GBP
S12798294589518,#3308770,32893671473230,64,0,64,1,,GBP
S12798294556750,#3308770,40110633680974,39,0,39,1,,GBP
S12798294491214,#3308770,40114229772366,39,0,39,1,,GBP
S12798323785806,#3308814,39991315529806,84,0,84,1,,GBP
S12798416519246,#3308942,40128470581326,89,0,89,1,,GBP
S12798416486478,#3308942,32841360670798,64,12.8,51.2,1,,GBP
S12798471176270,#3309026,39508945993806,64,0,64,1,,GBP
S12798471209038,#3309026,32841374957646,64,0,64,1,,GBP
S12798477631566,#3309041,39827786006606,139,0,139,1,,GBP
S12798558371918,#3309088,32576267681870,320,0,320,5,,GBP
S12798636228686,#3309116,39452043280462,139,42,97,1,,GBP
S12798682366030,#3309146,32715197841486,84,19.24,64.76,1,,GBP
S12798682300494,#3309146,31975518568526,84,22.72,61.28,1,,GBP
S12798682333262,#3309146,39457103839310,99,22.39,76.61,1,,GBP
S12798830641230,#3309281,32576267616334,64,17.92,46.08,1,,GBP
S12798830706766,#3309281,32576267616334,64,18.1,45.9,1,,GBP
S12798830673998,#3309281,40409332252750,84,23.7,60.3,1,,GBP
S12798843617358,#3309299,40230434078798,39,7.8,31.2,1,,GBP
S12798843584590,#3309299,40051635486798,39,7.8,31.2,1,,GBP
S12798843748430,#3309299,32841360801870,64,12.8,51.2,1,,GBP
S12798843715662,#3309299,39508946124878,64,12.8,51.2,1,,GBP
S12798843682894,#3309299,32841375023182,64,12.8,51.2,1,,GBP
S12798843650126,#3309299,39614897913934,99,0,99,1,,GBP
S12798862983246,#3309324,39399871742030,69,17,52,1,,GBP
S12798862917710,#3309324,39337885990990,99,25,74,1,,GBP
S12798862950478,#3309324,28587503681614,89,22,67,1,,GBP
S12799040028750,#3309554,39399871676494,69,0,69,1,,GBP
S12799039995982,#3309554,32841360408654,64,12.8,51.2,1,,GBP
S12799062343758,#3309582,39509196046414,128,12.8,115.2,2,,GBP
S12799063752782,#3309586,40245471182926,69,0,69,1,,GBP
S12799073189966,#3309602,39337885925454,99,19.8,79.2,1,,GBP
S12799073222734,#3309602,40266537107534,99,0,99,1,,GBP
S12799073157198,#3309602,39614897553486,99,19.8,79.2,1,,GBP
S12799084920910,#3309618,28587503419470,89,0,89,1,,GBP
S12799144951886,#3309711,28619228151886,168,16.8,151.2,2,,GBP
S12799144984654,#3309711,40106359193678,69,13.8,55.2,1,,GBP
S12799145017422,#3309711,39926153117774,69,13.8,55.2,1,,GBP
S12799149080654,#3309718,28587503419470,89,17.8,71.2,1,,GBP
S12799149015118,#3309718,39827785941070,139,42,97,1,,GBP
S12799149113422,#3309718,28587503616078,89,17.8,71.2,1,,GBP
S12799149047886,#3309718,40290377302094,89,17.8,71.2,1,,GBP
S12799149899854,#3309719,32715198300238,84,21,63,1,,GBP
S12799149998158,#3309719,28587503452238,89,22,67,1,,GBP
S12799149932622,#3309719,39399871447118,69,17,52,1,,GBP
S12799149965390,#3309719,39668494401614,39,10,29,1,,GBP
S12799295029326,#3309947,40200690991182,34,6.8,27.2,1,,GBP
S12799295094862,#3309947,40051635159118,39,0,39,1,,GBP
