transaction_line_item_id,order_transaction_id,product_id,full_price_retail,discounts,revenue,quantity,return_reason,currency
S12795688386638,#3304771,40106358997070,69,10,59,1,,GBP
S12795691892814,#3304778,40258585002062,64,12.8,51.2,1,,GBP
S12795691925582,#3304778,39399871578190,69,0,69,1,,GBP
S12795693695054,#3304782,32576267288654,64,0,64,1,,GBP
S12795695366222,#3304784,39399871414350,69,13.8,55.2,1,,GBP
S12795695398990,#3304784,40245471084622,69,0,69,1,,GBP
S12795698610254,#3304791,40106359128142,69,0,69,1,,GBP
S12795698577486,#3304791,39399871742030,69,13.8,55.2,1,,GBP
S12795699101774,#3304792,28538965327950,84,0,84,1,,GBP
S12795701854286,#3304795,40245471084622,69,0,69,1,,GBP
S12795701821518,#3304795,39399871676494,69,13.8,55.2,1,,GBP
S12795703361614,#3304803,39474849251406,109,0,109,1,,GBP
S12795708538958,#3304808,28619228184654,93.41,0,93.41,1,,GBP
S12795727675470,#3304847,39399871676494,69,13.8,55.2,1,,GBP
S12795727642702,#3304847,39991315300430,84,0,84,1,,GBP
S12795738128462,#3304863,39399872266318,69,13.8,55.2,1,,GBP
S12795738161230,#3304863,40106359128142,69,0,69,1,,GBP
R12795738947662,RET#3304864,39399871676494,-69,0,-69,-1,size or fit,GBP
R12795738914894,RET#3304864,40230420840526,-69,-13.8,-55.2,-1,size or fit,GBP
S12795738914894,#3304864,40230420840526,69,13.8,55.2,1,,GBP
S12795738947662,#3304864,39399871676494,69,0,69,1,,GBP
S12795751137358,#3304875,32841374892110,64,23.04,40.96,1,,GBP
S12795751170126,#3304875,32841360408654,64,12.79,51.21,1,,GBP
S12795762278478,#3304891,40230420873294,69,0,69,1,,GBP
R12795762409550,RET#3304892,39399871774798,-69,-13.8,0,-1,size or fit,GBP
R12795762442318,RET#3304892,39399871512654,-69,0,0,-1,size or fit,GBP
S12795762737230,#3304894,32893671473230,64,12.8,51.2,1,,GBP
S12795762769998,#3304894,39926153052238,69,0,69,1,,GBP
S12795763621966,#3304897,39399871676494,69,0,69,1,,GBP
S12795763589198,#3304897,40106358997070,69,13.8,55.2,1,,GBP
S12795777351758,#3304922,40106359029838,69,13.8,55.2,1,,GBP
S12795777384526,#3304922,39399871709262,69,0,69,1,,GBP
S12795778531406,#3304924,40106358997070,69,0,69,1,,GBP
S12795783872590,#3304934,40245471117390,69,0,69,1,,GBP
S12795786821710,#3304940,40106359029838,69,13.8,55.2,1,,GBP
S12795786854478,#3304940,39926153052238,69,0,69,1,,GBP
R12795790196814,RET#3304949,32841360670798,-64,-13,0,-1,size or fit,GBP
R12795790360654,RET#3304949,39399871676494,-69,-14,0,-1,size or fit,GBP
R12795790262350,RET#3304949,32841360932942,-64,-13,0,-1,size or fit,GBP
R12795790295118,RET#3304949,39509195948110,-64,-13,0,-1,size or fit,GBP
R12795790229582,RET#3304949,39645442441294,-64,-13,0,-1,size or fit,GBP
S12795790360654,#3304949,39399871676494,69,14,55,1,,GBP
R12795790327886,RET#3304949,32841374892110,-64,-13,0,-1,size or fit,GBP
S12795790262350,#3304949,32841360932942,64,13,51,1,,GBP
S12795790327886,#3304949,32841374892110,64,13,51,1,,GBP
S12795790196814,#3304949,32841360670798,64,13,51,1,,GBP
S12795790295118,#3304949,39509195948110,64,13,51,1,,GBP
S12795790229582,#3304949,39645442441294,64,13,51,1,,GBP
S12795799470158,#3304969,32576267616334,64,0,64,1,,GBP
S12795799437390,#3304969,32893674553422,64,12.8,51.2,1,,GBP
S12795799863374,#3304970,39399871709262,69,0,69,1,,GBP
S12795800944718,#3304972,39399871774798,69,13.8,55.2,1,,GBP
S12795800977486,#3304972,40106359193678,69,0,69,1,,GBP
S12795805073486,#3304978,40106359029838,69,13.8,55.2,1,,GBP
S12795805106254,#3304978,39399871709262,69,0,69,1,,GBP
S12795807891534,#3304979,39509196079182,64,0,64,1,,GBP
S12795807858766,#3304979,32893674553422,64,12.8,51.2,1,,GBP
S12795812118606,#3304990,40106359029838,69,13.8,55.2,1,,GBP
S12795812151374,#3304990,39399871709262,69,0,69,1,,GBP
R12795812347982,RET#3304991,39399871643726,-69,-13.79,0,-1,size or fit,GBP
R12795812315214,RET#3304991,39926152659022,-69,-24.84,0,-1,size or fit,GBP
S12795812347982,#3304991,39399871643726,69,13.79,55.21,1,,GBP
S12795812315214,#3304991,39926152659022,69,24.84,44.16,1,,GBP
S12795840856142,#3305043,40245471379534,69,0,69,1,,GBP
S12795841445966,#3305045,32576267550798,64,0,64,1,,GBP
S12795845312590,#3305055,40399675293774,69,13.8,55.2,1,,GBP
S12795845345358,#3305055,40106359029838,69,0,69,1,,GBP
S12795845541966,#3305057,40110633648206,39,0,39,1,,GBP
S12795845607502,#3305057,40200690925646,34,6.8,27.2,1,,GBP
S12795845574734,#3305057,40200690663502,34,6.8,27.2,1,,GBP
S12795846393934,#3305058,39509196079182,64,12.8,51.2,1,,GBP
R12795846393934,RET#3305058,39509196079182,-64,-12.8,-50.93,-1,size or fit,GBP
S12795846426702,#3305058,32835402170446,84,0,84,1,,GBP
R12795846426702,RET#3305058,32835402170446,-84,0,-83.56,-1,overall fit and construction,GBP
R12795856715854,RET#3305076,40245471182926,-69,-22.69,0,-1,size or fit,GBP
R12795856748622,RET#3305076,39399871512654,-69,-11.11,0,-1,size or fit,GBP
S12795856748622,#3305076,39399871512654,69,11.11,57.89,1,,GBP
S12795856715854,#3305076,40245471182926,69,22.69,46.31,1,,GBP
S12795877457998,#3305113,40244728660046,78,15.6,62.4,2,,GBP
S12795877490766,#3305113,40245471117390,69,0,69,1,,GBP
S12795879161934,#3305116,39399871447118,69,0,69,1,,GBP
S12795879227470,#3305117,39399871414350,69,13.8,55.2,1,,GBP
S12795879260238,#3305117,39399871676494,69,0,69,1,,GBP
S12795902394446,#3305152,39399871807566,69,10,59,1,,GBP
S12795902361678,#3305152,39399871545422,69,10,59,1,,GBP
S12795912978510,#3305171,39399871709262,69,0,69,1,,GBP
S12795912945742,#3305171,40106359029838,69,13.8,55.2,1,,GBP
S12795915829326,#3305177,40245471182926,69,13.79,55.21,1,,GBP
S12795915796558,#3305177,40244728725582,39,14.04,24.96,1,,GBP
S12795938603086,#3305201,39399871709262,69,13.8,55.2,1,,GBP
S12795938635854,#3305201,40245471117390,69,0,69,1,,GBP
S12795956953166,#3305235,40106359029838,69,13.8,55.2,1,,GBP
S12795956985934,#3305235,39399872233550,69,0,69,1,,GBP
S12795960164430,#3305242,39399871447118,69,0,69,1,,GBP
S12795960098894,#3305242,32841374924878,64,12.8,51.2,1,,GBP
S12795960131662,#3305242,39399871709262,69,13.8,55.2,1,,GBP
S12795960590414,#3305243,39399871676494,69,0,69,1,,GBP
S12795963998286,#3305248,32576267321422,64,12.8,51.2,1,,GBP
S12795971272782,#3305262,40106359128142,69,0,69,1,,GBP
S12795971240014,#3305262,39926153085006,69,13.8,55.2,1,,GBP
S12795978547278,#3305273,39399871774798,69,0,69,1,,GBP
S12795978514510,#3305273,40106359193678,69,13.8,55.2,1,,GBP
S12795984805966,#3305283,39337885892686,99,21.63,77.37,1,,GBP
S12795984773198,#3305283,39337886187598,99,37.11,61.89,1,,GBP
R12795986083918,RET#3305287,40106359193678,-69,0,-68.8,-1,size or fit,GBP
S12795986083918,#3305287,40106359193678,69,0,69,1,,GBP
S12795990999118,#3305293,40106359193678,69,0,69,1,,GBP
S12795990966350,#3305293,39399871774798,69,13.8,55.2,1,,GBP
S12795994931278,#3305302,39399871414350,69,10,59,1,,GBP
S12795994898510,#3305302,40110633680974,39,6,33,1,,GBP
S12796003844174,#3305314,40200690925646,34,6.8,27.2,1,,GBP
S12796003942478,#3305314,39668490469454,39,7.8,31.2,1,,GBP
S12796004008014,#3305314,39399871709262,69,13.8,55.2,1,,GBP
S12796003811406,#3305314,40200691187790,34,6.8,27.2,1,,GBP
S12796003975246,#3305314,40241675042894,39,7.8,31.2,1,,GBP
S12796003876942,#3305314,40200690663502,34,6.8,27.2,1,,GBP
S12796004040782,#3305314,39399871447118,69,0,69,1,,GBP
S12796003909710,#3305314,39668549845070,39,7.8,31.2,1,,GBP
S12796012363854,#3305328,40106359128142,69,0,69,1,,GBP
S12796012331086,#3305328,40230420906062,69,13.8,55.2,1,,GBP
S12796016918606,#3305337,39399871414350,69,13.8,55.2,1,,GBP
S12796016951374,#3305337,39399871676494,69,0,69,1,,GBP
R12796020326478,RET#3305340,39926153052238,-69,0,0,-1,size or fit,GBP
R12796020293710,RET#3305340,39508945928270,-128,-25.6,0,-2,size or fit,GBP
S12796020293710,#3305340,39508945928270,128,25.6,102.4,2,,GBP
S12796020326478,#3305340,39926153052238,69,0,69,1,,GBP
S12796030517326,#3305353,32841360408654,64,12.8,51.2,1,,GBP
R12796030517326,RET#3305353,32841360408654,-64,-12.8,0,-1,size or fit,GBP
S12796030550094,#3305353,39399871676494,69,13.8,55.2,1,,GBP
S12796030484558,#3305353,32715198038094,84,0,84,1,,GBP
R12796042477646,RET#3305366,40245471117390,-69,-11.75,0,-1,size or fit,GBP
S12796042477646,#3305366,40245471117390,69,6.9,62.1,1,,GBP
S12796044017742,#3305369,39399871447118,69,0,69,1,,GBP
S12796043984974,#3305369,39399871709262,69,13.8,55.2,1,,GBP
S12796048638030,#3305376,39940333764686,129,12.89,116.11,1,,GBP
S12796073017422,#3305412,39926152888398,69,13.8,55.2,1,,GBP
S12796073050190,#3305412,40230420840526,69,0,69,1,,GBP
S12796077015118,#3305418,39399871414350,69,0,69,1,,GBP
S12796083535950,#3305427,40106361716814,69,0,69,1,,GBP
S12796085338190,#3305431,39530725474382,79,0,79,1,,GBP
S12796102574158,#3305471,32576267255886,64,12.8,51.2,1,,GBP
S12796102606926,#3305471,32576267518030,64,0,64,1,,GBP
S12796112339022,#3305487,39399872266318,69,0,69,1,,GBP
S12796131541070,#3305514,31975519027278,84,16.8,67.2,1,,GBP
S12796131573838,#3305514,32645808783438,84,0,84,1,,GBP
S12796137766990,#3305524,40230420873294,69,13.8,55.2,1,,GBP
S12796137799758,#3305524,39399872233550,69,0,69,1,,GBP
S12796137734222,#3305524,40110634500174,39,7.8,31.2,1,,GBP
S12796157395022,#3305560,31975518732366,84,16.8,67.2,1,,GBP
S12796157427790,#3305560,31975518994510,84,0,84,1,,GBP
R12796158443598,RET#3305562,40245471084622,-69,0,-68.75,-1,size or fit,GBP
S12796158443598,#3305562,40245471084622,69,0,69,1,,GBP
S12796179021902,#3305591,32576267386958,128,12.8,115.2,2,,GBP
S12796201402446,#3305623,40245470691406,129,0,129,1,,GBP
S12796201369678,#3305623,40245470429262,129,25.8,103.2,1,,GBP
S12796209233998,#3305640,40128470515790,89,0,89,1,,GBP
R12796215394382,RET#3305647,40244728627278,-39,-7.8,-31.1,-1,,GBP
R12796215427150,RET#3305647,40110633680974,-39,0,-38.86,-1,,GBP
S12796215394382,#3305647,40244728627278,39,7.8,31.2,1,,GBP
S12796215427150,#3305647,40110633680974,39,0,39,1,,GBP
R12796308717646,RET#3305785,39399871742030,-69,-10,0,-1,shipping issues or timing,GBP
S12796308652110,#3305785,32715198070862,84,16.8,67.2,1,,GBP
S12796308815950,#3305785,32841360474190,64,10,54,1,,GBP
S12796308684878,#3305785,32645809143886,84,16.8,67.2,1,,GBP
S12796308750414,#3305785,32841374957646,64,10,54,1,,GBP
S12796308783182,#3305785,32841360736334,64,10,54,1,,GBP
S12796308717646,#3305785,39399871742030,69,10,59,1,,GBP
R12796352692302,RET#3305844,39337886220366,-99,-20,0,-1,too big or too small,GBP
R12796352659534,RET#3305844,39541981610062,-99,-20,0,-1,too big or too small,GBP
S12796352659534,#3305844,39541981610062,99,20,79,1,,GBP
S12796352692302,#3305844,39337886220366,99,20,79,1,,GBP
R12796365013070,RET#3305860,39337885925454,-99,0,-98.6,-1,too big or too small,GBP
R12796365078606,RET#3305860,31872561250382,-79,-15.8,-62.94,-1,too tight or too loose,GBP
R12796365045838,RET#3305860,32715198005326,-84,-16.8,-66.93,-1,overall fit and construction,GBP
S12796365078606,#3305860,31872561250382,79,15.8,63.2,1,,GBP
S12796365045838,#3305860,32715198005326,84,16.8,67.2,1,,GBP
S12796365013070,#3305860,39337885925454,99,0,99,1,,GBP
S12796418916430,#3305918,40245471346766,69,0,69,1,,GBP
R12796420948046,RET#3305921,28587546017870,-89,0,-89,-1,too long or too short,GBP
S12796420948046,#3305921,28587546017870,89,0,89,1,,GBP
S12796427501646,#3305937,39399871709262,69,10,59,1,,GBP
S12796427468878,#3305937,39399871447118,69,10,59,1,,GBP
S12796471279694,#3306002,39399872299086,69,0,69,1,,GBP
S12796471246926,#3306002,39399871742030,69,13.8,55.2,1,,GBP
S12796478193742,#3306010,40230420938830,69,0,69,1,,GBP
S12796489859150,#3306024,32576267419726,64,12.8,51.2,1,,GBP
S12796489891918,#3306024,32893678649422,64,12.8,51.2,1,,GBP
S12796489924686,#3306024,39509196243022,64,0,64,1,,GBP
S12796503261262,#3306041,40200690827342,68,0,68,2,,GBP
S12796508962894,#3306045,39399871479886,69,0,69,1,,GBP
S12796508930126,#3306045,39926153085006,69,13.8,55.2,1,,GBP
S12796522561614,#3306070,39399871742030,69,13.8,55.2,1,,GBP
S12796522594382,#3306070,32826539966542,84,0,84,1,,GBP
S12796546318414,#3306108,39337885925454,99,0,99,1,,GBP
S12796546351182,#3306108,40154584645710,89,17.8,71.2,1,,GBP
S12796570697806,#3306136,39399872233550,69,13.8,55.2,1,,GBP
S12796570763342,#3306136,39399871447118,69,0,69,1,,GBP
S12796570665038,#3306136,39926153052238,69,13.8,55.2,1,,GBP
S12796570632270,#3306136,40245471117390,69,13.8,55.2,1,,GBP
S12796570599502,#3306136,40245471379534,69,13.8,55.2,1,,GBP
S12796570730574,#3306136,40106359029838,69,13.8,55.2,1,,GBP
S12796592652366,#3306172,39474849382478,109,0,109,1,,GBP
S12796640231502,#3306233,40106358898766,69,0,69,1,,GBP
S12796654551118,#3306261,39926153052238,69,10,59,1,,GBP
S12796654583886,#3306261,39399871709262,69,10,59,1,,GBP
S12796659433550,#3306269,39645444505678,64,12.8,51.2,1,,GBP
S12796659466318,#3306269,39399871512654,69,0,69,1,,GBP
S12796689416270,#3306305,28587503681614,89,27,62,1,,GBP
S12796689383502,#3306305,39457107148878,99,30,69,1,,GBP
S12796689449038,#3306305,39399871709262,69,21,48,1,,GBP
R12796699476046,RET#3306318,40287343542350,-89,0,0,-1,too tight or too loose,GBP
S12796699476046,#3306318,40287343542350,89,0,89,1,,GBP
S12796711239758,#3306329,28587503386702,89,0,89,1,,GBP
S12796724019278,#3306343,39399871381582,69,13.8,55.2,1,,GBP
S12796724052046,#3306343,40230420807758,69,0,69,1,,GBP
S12796744040526,#3306372,32893687922766,64,12.8,51.2,1,,GBP
S12796744073294,#3306372,39509196046414,64,0,64,1,,GBP
R12796757180494,RET#3306401,39399871676494,-69,0,0,-1,size or fit,GBP
S12796757180494,#3306401,39399871676494,69,0,69,1,,GBP
R12796759539790,RET#3306404,39399871709262,-69,0,-69,-1,size or fit,GBP
S12796759539790,#3306404,39399871709262,69,0,69,1,,GBP
R12796771795022,RET#3306425,40266537173070,-99,-19.8,0,-1,ordered incorrectly or too many,GBP
S12796771795022,#3306425,40266537173070,99,19.8,79.2,1,,GBP
S12796771827790,#3306425,39541981413454,99,0,99,1,,GBP
S12796780216398,#3306445,39399871676494,69,0,69,1,,GBP
R12796818980942,RET#3306504,32576267288654,-64,-12.8,0,-1,size or fit,GBP
S12796819046478,#3306504,39509196046414,64,12.8,51.2,1,,GBP
R12796819013710,RET#3306504,32893671473230,-64,-12.8,0,-1,size or fit,GBP
S12796818980942,#3306504,32576267288654,64,12.8,51.2,1,,GBP
S12796819013710,#3306504,32893671473230,64,12.8,51.2,1,,GBP
S12796819079246,#3306504,40258584903758,64,0,64,1,,GBP
R12796829401166,RET#3306532,39399871414350,-69,0,0,-1,size or fit,GBP
R12796829368398,RET#3306532,32841360670798,-64,-12.8,0,-1,size or fit,GBP
S12796829368398,#3306532,32841360670798,64,12.8,51.2,1,,GBP
S12796829401166,#3306532,39399871414350,69,0,69,1,,GBP
S12796865609806,#3306598,28587503616078,89,0,89,1,,GBP
S12796866723918,#3306601,40230420938830,69,0,69,1,,GBP
S12796870754382,#3306613,28587503681614,89,0,89,1,,GBP
S12796884877390,#3306638,39399871479886,69,0,69,1,,GBP
S12796884844622,#3306638,39399871742030,69,13.8,55.2,1,,GBP
S12796892676174,#3306658,28587503452238,89,0,89,1,,GBP
R12796896673870,RET#3306664,40239826763854,-189,0,0,-1,size or fit,GBP
S12796899098702,#3306672,32893669179470,64,0,64,1,,GBP
R12796915089486,RET#3306702,39926151708750,-69,0,-68.85,-1,"fabric, color, design",GBP
S12796915089486,#3306702,39926151708750,69,0,69,1,,GBP
S12796930719822,#3306730,39399872168014,69,0,69,1,,GBP
S12796956704846,#3306774,39399871676494,69,13.8,55.2,1,,GBP
S12796956737614,#3306774,39399871414350,69,0,69,1,,GBP
S12796958539854,#3306778,39509196013646,64,0,64,1,,GBP
S12796964110414,#3306787,28587503583310,89,0,89,1,,GBP
S12796968566862,#3306796,32841360670798,64,12.8,51.2,1,,GBP
S12796968599630,#3306796,39399871414350,69,0,69,1,,GBP
R12796969910350,RET#3306800,32715197808718,-84,-30.24,0,-1,overall fit and construction,GBP
R12796969943118,RET#3306800,39940333797454,-129,-25.8,0,-1,too tight or too loose,GBP
S12796969910350,#3306800,32715197808718,84,30.24,53.76,1,,GBP
S12796969943118,#3306800,39940333797454,129,25.8,103.2,1,,GBP
S12796969975886,#3306800,39399871742030,69,24.83,44.17,1,,GBP
S12796971384910,#3306804,32841360441422,64,0,64,1,,GBP
S12796971352142,#3306804,39867951448142,64,12.8,51.2,1,,GBP
S12796972040270,#3306808,39399871676494,69,0,69,1,,GBP
S12796972728398,#3306812,40230420906062,69,13.8,55.2,1,,GBP
S12796972761166,#3306812,39399871742030,69,0,69,1,,GBP
S12797006446670,#3306870,39399871545422,69,0,69,1,,GBP
R12797012181070,RET#3306882,39940333895758,-129,-25.8,-102.66,-1,too tight or too loose,GBP
S12797012213838,#3306882,39940333862990,129,0,129,1,,GBP
S12797012181070,#3306882,39940333895758,129,25.8,103.2,1,,GBP
S12797020438606,#3306891,39399871709262,69,0,69,1,,GBP
S12797020405838,#3306891,39399872233550,69,13.8,55.2,1,,GBP
S12797046390862,#3306933,39399871709262,69,0,69,1,,GBP
S12797046358094,#3306933,39399871447118,69,13.8,55.2,1,,GBP
S12797077323854,#3306980,39399871479886,69,0,69,1,,GBP
R12797078175822,RET#3306981,32715197710414,-84,0,0,-1,ordered incorrectly or too many,GBP
S12797078175822,#3306981,32715197710414,84,0,84,1,,GBP
S12797098819662,#3307015,39668550697038,39,7.8,31.2,1,,GBP
S12797098786894,#3307015,39668513538126,39,8,31,1,,GBP
S12797098754126,#3307015,39668492304462,39,8,31,1,,GBP
S12797098721358,#3307015,39668544110670,39,8,31,1,,GBP
S12797099671630,#3307017,40106359029838,69,0,69,1,,GBP
S12797106880590,#3307026,39399871742030,69,0,69,1,,GBP
S12797129687118,#3307083,31975518765134,84,0,84,1,,GBP
S12797129719886,#3307083,39399871709262,69,13.8,55.2,1,,GBP
S12797129752654,#3307083,40106359029838,69,13.8,55.2,1,,GBP
S12797150396494,#3307111,40245471117390,138,13.8,124.2,2,,GBP
S12797161668686,#3307137,39399871381582,69,10,59,1,,GBP
S12797161701454,#3307137,32841360638030,64,10,54,1,,GBP
S12797171105870,#3307147,40106359128142,69,0,69,1,,GBP
S12797174415438,#3307152,39399871807566,69,13.8,55.2,1,,GBP
S12797217603662,#3307218,29933881327694,84,16.8,67.2,1,,GBP
S12797217636430,#3307218,28538965164110,84,0,84,1,,GBP
S12797232775246,#3307236,40106359128142,69,0,69,1,,GBP
S12797232742478,#3307236,40399675326542,69,13.8,55.2,1,,GBP
S12797284417614,#3307290,39926152888398,69,0,69,1,,GBP
S12797297918030,#3307301,32826539671630,84,0,84,1,,GBP
S12797297885262,#3307301,28538965295182,84,16.8,67.2,1,,GBP
S12797301850190,#3307305,28587503648846,89,13,76,1,,GBP
S12797301882958,#3307305,39399871676494,69,10,59,1,,GBP
R12797302210638,RET#3307306,28538965393486,-84,-16.8,0,-1,too tight or too loose,GBP
R12797302177870,RET#3307306,39399871709262,-69,-10,0,-1,size or fit,GBP
S12797302145102,#3307306,28587503681614,89,13,76,1,,GBP
S12797302177870,#3307306,39399871709262,69,10,59,1,,GBP
S12797302210638,#3307306,28538965393486,84,16.8,67.2,1,,GBP
R12797303554126,RET#3307308,39399871742030,-69,0,0,-1,size or fit,GBP
S12797307650126,#3307314,39399871414350,69,0,69,1,,GBP
S12797328621646,#3307327,39399871742030,69,0,69,1,,GBP
S12797328588878,#3307327,40399675326542,69,13.8,55.2,1,,GBP
S12797335633998,#3307338,28587503583310,89,17.8,71.2,1,,GBP
S12797335699534,#3307338,39337885892686,99,0,99,1,,GBP
S12797335666766,#3307338,28538965295182,84,16.8,67.2,1,,GBP
S12797438754894,#3307423,39926153085006,69,13.8,55.2,1,,GBP
S12797438787662,#3307423,39399871742030,69,0,69,1,,GBP
S12797452812366,#3307440,40128448987214,84,16.79,67.21,1,,GBP
S12797539778638,#3307569,32576267288654,64,0,64,1,,GBP
S12797539745870,#3307569,39509196013646,64,12.8,51.2,1,,GBP
S12797545709646,#3307578,39399871676494,69,0,69,1,,GBP
S12797546692686,#3307580,39474849185870,109,21.8,87.2,1,,GBP
S12797546659918,#3307580,32841360965710,64,10,54,1,,GBP
S12797546627150,#3307580,39399871447118,69,10,59,1,,GBP
S12797561471054,#3307609,39399871447118,69,0,69,1,,GBP
S12797561438286,#3307609,39399871709262,69,13.8,55.2,1,,GBP
R12797571858510,RET#3307633,32841360769102,-64,-12.8,0,-1,size or fit,GBP
S12797571891278,#3307633,39399871512654,69,0,69,1,,GBP
S12797571858510,#3307633,32841360769102,64,12.8,51.2,1,,GBP
S12797574447182,#3307638,39399871709262,138,13.8,124.2,2,,GBP
R12797579362382,RET#3307648,39399871381582,-69,-13.8,-55.2,-1,size or fit,GBP
S12797579362382,#3307648,39399871381582,69,13.8,55.2,1,,GBP
R12797582344270,RET#3307656,39399871676494,-138,-13.8,0,-2,size or fit,GBP
S12797582344270,#3307656,39399871676494,138,13.8,124.2,2,,GBP
S12797589782606,#3307672,39926153281614,69,13.8,55.2,1,,GBP
S12797589815374,#3307672,39399871545422,69,0,69,1,,GBP
S12797589749838,#3307672,40110633812046,39,7.8,31.2,1,,GBP
S12797590536270,#3307673,39399871447118,69,13.79,55.21,1,,GBP
S12797590503502,#3307673,39399871709262,69,24.84,44.16,1,,GBP
R12797590601806,RET#3307674,40106359029838,-69,0,0,-1,size or fit,GBP
S12797590601806,#3307674,40106359029838,69,0,69,1,,GBP
R12797591453774,RET#3307678,39399871414350,-69,0,0,-1,size or fit,GBP
S12797595779150,#3307686,39399871709262,69,13.8,55.2,1,,GBP
S12797595811918,#3307686,39399871447118,69,0,69,1,,GBP
S12797596532814,#3307690,32576267255886,64,0,64,1,,GBP
S12797598138446,#3307695,32893687824462,64,12.8,51.2,1,,GBP
S12797598171214,#3307695,32576267550798,64,0,64,1,,GBP
S12797601579086,#3307705,40230420840526,69,13.8,55.2,1,,GBP
S12797601611854,#3307705,39399871676494,69,0,69,1,,GBP
S12797603905614,#3307713,32715198267470,84,0,84,1,,GBP
S12797603872846,#3307713,39509054652494,84,16.8,67.2,1,,GBP
S12797614686286,#3307730,32576267354190,64,12.8,51.2,1,,GBP
S12797614719054,#3307730,32576267616334,64,0,64,1,,GBP
S12797614653518,#3307730,32893674553422,64,12.8,51.2,1,,GBP
S12797626056782,#3307745,31872561250382,79,7.9,71.1,1,,GBP
R12797637984334,RET#3307767,39399871742030,-69,0,0,-1,size or fit,GBP
S12797637984334,#3307767,39399871742030,69,0,69,1,,GBP
R12797644472398,RET#3307778,40226609201230,-84,-30.24,-53.57,-1,overall fit and construction,GBP
S12797644505166,#3307778,40230647693390,69,24.84,44.16,1,,GBP
R12797644505166,RET#3307778,40230647693390,-69,-24.84,-44,-1,ordered incorrectly or too many,GBP
S12797644537934,#3307778,40154584973390,89,17.8,71.2,1,,GBP
R12797644570702,RET#3307778,39399871742030,-69,-24.84,-44,-1,size or fit,GBP
R12797644603470,RET#3307778,40230420906062,-69,-24.84,-44,-1,size or fit,GBP
R12797644537934,RET#3307778,40154584973390,-89,-17.8,-70.94,-1,overall fit and construction,GBP
S12797644603470,#3307778,40230420906062,69,24.84,44.16,1,,GBP
S12797644570702,#3307778,39399871742030,69,24.84,44.16,1,,GBP
S12797644472398,#3307778,40226609201230,84,30.24,53.76,1,,GBP
S12797673603150,#3307847,39399871676494,69,0,69,1,,GBP
S12797673570382,#3307847,39399871414350,69,13.8,55.2,1,,GBP
S12797677666382,#3307860,39399871447118,69,10,59,1,,GBP
S12797677600846,#3307860,40051635159118,39,7.8,31.2,1,,GBP
S12797677633614,#3307860,40110633713742,39,6,33,1,,GBP
S12797677535310,#3307860,39668514259022,39,6,33,1,,GBP
S12797677568078,#3307860,32841360441422,64,10,54,1,,GBP
S12797686743118,#3307882,39509196013646,64,0,64,1,,GBP
S12797696409678,#3307899,40245470756942,129,0,129,1,,GBP
S12797696540750,#3307900,31975518994510,84,16.8,67.2,1,,GBP
S12797696606286,#3307900,40230420840526,69,13.8,55.2,1,,GBP
S12797696573518,#3307900,32645808685134,84,0,84,1,,GBP
S12797696639054,#3307900,39399871414350,69,13.8,55.2,1,,GBP
R12797700997198,RET#3307907,39399871414350,-69,0,0,-1,size or fit,GBP
S12797719380046,#3307935,32715198333006,84,0,84,1,,GBP
S12797720199246,#3307938,39399871676494,69,0,69,1,,GBP
S12797720166478,#3307938,39399871414350,69,13.8,55.2,1,,GBP
S12797724885070,#3307947,39399871742030,69,0,69,1,,GBP
S12797729210446,#3307957,32576267288654,64,12.8,51.2,1,,GBP
S12797729243214,#3307957,39926153052238,69,0,69,1,,GBP
R12797736091726,RET#3307969,40230420971598,-69,0,-68.69,-1,size or fit,GBP
R12797736124494,RET#3307969,32841375023182,-64,-12.8,-50.97,-1,size or fit,GBP
R12797736157262,RET#3307969,39509196210254,-64,-12.8,-50.97,-1,size or fit,GBP
R12797736190030,RET#3307969,32576267386958,-64,-12.8,-50.97,-1,size or fit,GBP
S12797736157262,#3307969,39509196210254,64,12.8,51.2,1,,GBP
S12797736124494,#3307969,32841375023182,64,12.8,51.2,1,,GBP
S12797736190030,#3307969,32576267386958,64,12.8,51.2,1,,GBP
S12797736091726,#3307969,40230420971598,69,0,69,1,,GBP
S12797743005774,#3307979,32841360736334,64,12.8,51.2,1,,GBP
S12797743038542,#3307979,40106359128142,69,0,69,1,,GBP
S12797769973838,#3308031,32826539835470,84,0,84,1,,GBP
S12797772988494,#3308039,32576267550798,64,12.8,51.2,1,,GBP
S12797773021262,#3308039,32576267288654,64,0,64,1,,GBP
S12797774856270,#3308042,39399871414350,69,0,69,1,,GBP
S12797774823502,#3308042,39399871676494,69,13.8,55.2,1,,GBP
R12797776265294,RET#3308043,39399871414350,-69,-6.9,-62.1,-1,size or fit,GBP
S12797776265294,#3308043,39399871414350,69,6.9,62.1,1,,GBP
S12797780787278,#3308051,39399871381582,69,13.8,55.2,1,,GBP
S12797780820046,#3308051,40230420807758,69,0,69,1,,GBP
S12797788258382,#3308055,39399871676494,69,0,69,1,,GBP
S12797788225614,#3308055,39399872200782,69,13.8,55.2,1,,GBP
S12797789601870,#3308058,39399871905870,69,0,69,1,,GBP
S12797818765390,#3308102,39399871938638,69,0,69,1,,GBP
R12797869817934,RET#3308198,28587503616078,-89,-17.8,-70.82,-1,overall fit,GBP
S12797869817934,#3308198,28587503616078,89,17.8,71.2,1,,GBP
